name,address,city,state,zip,latitude,longitude,website,top10perc,top25perc,sfratio,enrolled_total,average_tuition,perc_fresh_sat_scores,perc_fresh_act_scores,instate_price,outstate_price,gradrate_bachelor_four_years,gradrate_bachelor_five_years,gradrate_bachelor_six_years,perc_fresh_financialaid,undergraduate_enrollment,ft_enrollment,pt_enrollment,perc_americanindian_or_alaskanative_undergrad,perc_asian_undergrad,perc_blackafricanamerican_undergrad,perc_hispaniclatino_undergrad,perc_nativehawaiian_or_otherpacificislander_undergrad,perc_white_undergrad,perc_multiracial_undergrad,perc_raceunknown_undergrad,perc_nonresidentalien_undergrad,perc_asiannativehawaiianpacificislander_undergrad,perc_women_undergrad,far_west_region,great_lakes_region,mid_east_region,new_england_region,plains_region,rocky_mountains_region,southeast_region,southwest_region,us_service_schools_region,cluster
Bloomsburg University Of Pennsylvania,400 E Second St,Bloomsburg,PA,17815,41.007989,-76.446383,www.bloomu.edu,,,,2218.0,8.116,97.0,12.0,22182.0,32306.0,42.0,60.0,62.0,84.0,9416.0,9155.0,972.0,0,1.0,8.0,5.0,0.0,81.0,2.0,2.0,1.0,1.0,56.0,0,0,1,0,0,0,0,0,0,1
Bluefield College,3000 College Dr,Bluefield,VA,24605,37.245919,-81.244551,www.bluefield.edu,15,30,17.8,118.0,20.5575,74.0,41.0,35560.0,35560.0,38.0,44.0,45.0,100.0,837.0,726.0,116.0,0,0.0,22.0,3.0,0.0,67.0,3.0,3.0,2.0,1.0,55.0,0,0,0,0,0,0,1,0,0,0
Blue Mountain College,201 W Main St,Blue Mountain,MS,38610,34.67209,-89.02924,www.bmc.edu,,,,83.0,9.1875,4.0,96.0,17550.0,17550.0,37.0,51.0,51.0,97.0,520.0,461.0,71.0,0,1.0,10.0,2.0,0.0,86.0,0.0,0.0,1.0,1.0,58.0,0,0,0,0,0,0,1,0,0,1
Bluffton University,1 University Drive,Bluffton,OH,45817,40.896998,-83.897678,www.bluffton.edu,,,,250.0,26.7535,12.0,94.0,41864.0,41864.0,52.0,58.0,60.0,100.0,1053.0,920.0,226.0,0,1.0,6.0,3.0,0.0,85.0,1.0,3.0,1.0,1.0,50.0,0,1,0,0,0,0,0,0,0,0
Boise State University,1910 University Dr,Boise,ID,83725,43.604403,-116.205789,www.boisestate.edu,,,,2205.0,5.7605,76.0,56.0,20944.0,33544.0,11.0,30.0,38.0,80.0,19026.0,13264.0,8717.0,1,2.0,1.0,9.0,0.0,76.0,3.0,3.0,3.0,3.0,54.0,0,0,0,0,0,1,0,0,0,1
Boston College,140 Commonwealth Avenue,Chestnut Hill,MA,2467,42.336203,-71.169242,www.bc.edu,,,,2215.0,43.0615,75.0,44.0,60706.0,60706.0,89.0,91.0,91.0,59.0,9698.0,12916.0,1393.0,0,9.0,4.0,10.0,0.0,57.0,3.0,11.0,5.0,9.0,53.0,0,0,0,1,0,0,0,0,0,2
Boston University,One Silber Way,Boston,MA,2215,42.349581,-71.09984,www.bu.edu,45,80,11.9,3877.0,42.2895,84.0,40.0,61446.0,61446.0,80.0,84.0,84.0,62.0,18165.0,25797.0,6614.0,0,12.0,3.0,9.0,0.0,46.0,4.0,10.0,16.0,13.0,60.0,0,0,0,1,0,0,0,0,0,3
Bowie State University,14000 Jericho Park Rd,Bowie,MD,20715,39.018185,-76.759721,www.bowiestate.edu,,,,627.0,6.52775,86.0,14.0,20107.0,30674.0,13.0,27.0,35.0,90.0,4358.0,3974.0,1587.0,0,1.0,89.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,62.0,0,0,1,0,0,0,0,0,0,1
Bowling Green State University-Main Campus,220 Mcfall Ctr,Bowling Green,OH,43403,41.377036,-83.637531,www.bgsu.edu,,,,3348.0,10.277,15.0,92.0,23506.0,30814.0,31.0,51.0,54.0,96.0,14477.0,14764.0,2194.0,0,1.0,10.0,4.0,0.0,78.0,2.0,3.0,2.0,1.0,56.0,0,1,0,0,0,0,0,0,0,1
Bradley University,1501 W Bradley Ave,Peoria,IL,61625,40.698233,-89.616847,www.bradley.edu,30,58,14.4,1085.0,27.519,7.0,97.0,42090.0,42090.0,55.0,73.0,76.0,99.0,4825.0,4912.0,518.0,0,3.0,6.0,6.0,0.0,79.0,4.0,1.0,1.0,4.0,52.0,0,1,0,0,0,0,0,0,0,0
Brandeis University,415 South St,Waltham,MA,2454,42.364947,-71.254716,www.brandeis.edu/,48,77,9.8,833.0,43.07475,75.0,28.0,61070.0,61070.0,86.0,89.0,90.0,65.0,3614.0,5386.0,439.0,0,12.0,5.0,7.0,0.0,50.0,3.0,8.0,15.0,12.0,57.0,0,0,0,1,0,0,0,0,0,2
Brenau University,500 Washington Street Se,Gainesville,GA,30501,34.303117,-83.821513,www.brenau.edu,12,41,13.7,206.0,21.693,84.0,44.0,38528.0,38528.0,30.0,40.0,45.0,97.0,1700.0,1528.0,1326.0,0,2.0,31.0,6.0,0.0,51.0,3.0,4.0,3.0,2.0,89.0,0,0,0,0,0,0,1,0,0,0
Brescia University,717 Frederica St,Owensboro,KY,42301,37.768835,-87.112384,www.brescia.edu,,,,150.0,18.6775,9.0,83.0,30390.0,30390.0,16.0,29.0,30.0,100.0,928.0,695.0,254.0,0,1.0,11.0,6.0,0.0,67.0,0.0,13.0,1.0,1.0,72.0,0,0,0,0,0,0,1,0,0,0
Bridgewater College,402 E College St,Bridgewater,VA,22812,38.378391,-78.969011,www.bridgewater.edu,22,53,13.2,536.0,27.335,85.0,16.0,43310.0,43310.0,52.0,59.0,60.0,100.0,1848.0,1840.0,8.0,0,1.0,9.0,3.0,0.0,79.0,4.0,3.0,1.0,1.0,55.0,0,0,0,0,0,0,1,0,0,0
Bridgewater State University,131 Summer Street,Bridgewater,MA,2325,41.986512,-70.964285,www.bridgew.edu,,,,1476.0,7.67775,94.0,4.0,22753.0,28893.0,29.0,52.0,58.0,79.0,9615.0,8473.0,2794.0,0,2.0,8.0,5.0,0.0,80.0,3.0,1.0,0.0,2.0,58.0,0,0,0,1,0,0,0,0,0,1
Brigham Young University-Idaho,525 S Center,Rexburg,ID,83460,43.815384,-111.784728,www.byui.edu,,,,3448.0,3.77275,37.0,84.0,11398.0,11398.0,22.0,41.0,54.0,71.0,27692.0,14376.0,13316.0,0,1.0,1.0,5.0,1.0,77.0,6.0,1.0,7.0,2.0,57.0,0,0,0,0,0,1,0,0,0,1
Brigham Young University-Provo,Main Campus,Provo,UT,84602,40.250851,-111.649281,www.byu.edu,,,,4427.0,4.635,32.0,93.0,17496.0,17496.0,31.0,55.0,78.0,67.0,27765.0,27114.0,4009.0,0,2.0,0.0,6.0,1.0,83.0,3.0,1.0,3.0,3.0,46.0,0,0,0,0,0,1,0,0,0,3
Brown University,One Prospect Street,Providence,RI,2912,41.826853,-71.402925,www.brown.edu,87,95,7.6,1543.0,43.105,79.0,38.0,60460.0,60460.0,84.0,93.0,95.0,64.0,6455.0,8527.0,416.0,0,12.0,6.0,11.0,0.0,43.0,5.0,10.0,12.0,12.0,52.0,0,0,0,1,0,0,0,0,0,2
Bryan College-Dayton,721 Bryan Drive,Dayton,TN,37321,35.497815,-84.998457,www.bryan.edu,,,,187.0,19.8675,29.0,87.0,31075.0,31075.0,54.0,61.0,62.0,91.0,1573.0,1249.0,455.0,0,1.0,5.0,1.0,0.0,83.0,2.0,6.0,2.0,1.0,56.0,0,0,0,0,0,0,1,0,0,0
Bryn Athyn College Of The New Church,801 Tomlinson Rd,Bryn Athyn,PA,19009,40.131358,-75.06093,www.brynathyn.edu,,,,81.0,16.554,95.0,11.0,29734.0,29734.0,6.0,6.0,49.0,100.0,270.0,265.0,13.0,0,3.0,14.0,6.0,1.0,67.0,0.0,0.0,9.0,4.0,52.0,0,0,1,0,0,0,0,0,0,0
Bryn Mawr College,101 N Merion Avenue,Bryn Mawr,PA,19010,40.026673,-75.314453,www.brynmawr.edu,71,95,12.3,365.0,41.5825,79.0,31.0,59760.0,59760.0,81.0,84.0,84.0,79.0,1328.0,1663.0,75.0,0,11.0,5.0,9.0,0.0,37.0,4.0,10.0,23.0,11.0,100.0,0,0,1,0,0,0,0,0,0,2
Bucknell University,One Dent Drive,Lewisburg,PA,17837,40.953704,-76.885192,www.bucknell.edu,49,85,14.2,933.0,44.622,68.0,32.0,61060.0,61060.0,87.0,91.0,91.0,55.0,3532.0,3555.0,53.0,0,4.0,3.0,5.0,0.0,78.0,3.0,1.0,6.0,4.0,52.0,0,0,1,0,0,0,0,0,0,2
Buena Vista University,610 W 4Th St,Storm Lake,IA,50588,42.642254,-95.208511,www.bvu.edu,,,,269.0,27.8235,3.0,97.0,40589.0,40589.0,43.0,52.0,53.0,98.0,2293.0,1960.0,439.0,0,1.0,2.0,5.0,0.0,82.0,1.0,6.0,2.0,1.0,66.0,0,0,0,0,1,0,0,0,0,0
Buffalo State Suny,1300 Elmwood Ave,Buffalo,NY,14222,42.9337,-78.880684,www.buffalostate.edu,,,,1324.0,6.5305,78.0,0.0,21493.0,30853.0,25.0,45.0,49.0,87.0,9355.0,8799.0,2292.0,0,2.0,20.0,9.0,0.0,63.0,3.0,0.0,1.0,2.0,57.0,0,0,1,0,0,0,0,0,0,1
Butler University,4600 Sunset Ave,Indianapolis,IN,46208,39.840167,-86.170687,www.butler.edu,40,68,10.9,1015.0,32.503,56.0,79.0,49698.0,49698.0,51.0,64.0,74.0,94.0,4051.0,4348.0,479.0,0,3.0,4.0,3.0,0.0,82.0,1.0,4.0,3.0,3.0,61.0,0,1,0,0,0,0,0,0,0,2
Cabrini College,610 King Of Prussia Rd,Radnor,PA,19087,40.054565,-75.37215,www.cabrini.edu,8,28,16.5,304.0,30.815,100.0,10.0,45322.0,45322.0,39.0,45.0,46.0,99.0,1337.0,1303.0,1145.0,0,1.0,13.0,5.0,0.0,70.0,3.0,7.0,0.0,1.0,64.0,0,0,1,0,0,0,0,0,0,0
Caldwell College,120 Bloomfield Avenue,Caldwell,NJ,7006,40.834071,-74.272267,www.caldwell.edu,17,42,13.9,330.0,27.3455,95.0,19.0,43800.0,43800.0,35.0,53.0,53.0,98.0,1578.0,1431.0,729.0,0,1.0,5.0,6.0,0.0,19.0,0.0,65.0,4.0,1.0,69.0,0,0,1,0,0,0,0,0,0,0
California Baptist University,8432 Magnolia Ave,Riverside,CA,92504,33.930255,-117.425821,www.calbaptist.edu,,,,993.0,26.371,82.0,44.0,42228.0,42228.0,41.0,54.0,58.0,95.0,5797.0,5864.0,1280.0,1,5.0,8.0,30.0,1.0,45.0,3.0,5.0,2.0,6.0,64.0,1,0,0,0,0,0,0,0,0,0
California Institute Of Technology,1200 E California Blvd,Pasadena,CA,91125,34.139181,-118.125567,www.caltech.edu,,,,249.0,38.778,88.0,43.0,58755.0,58755.0,82.0,90.0,93.0,73.0,977.0,2181.0,0.0,0,42.0,2.0,10.0,0.0,30.0,6.0,0.0,9.0,42.0,37.0,1,0,0,0,0,0,0,0,0,2
California Lutheran University,60 W Olsen Rd,Thousand Oaks,CA,91360,34.224566,-118.878924,www.callutheran.edu/,23,52,12.4,540.0,33.485,84.0,42.0,52577.0,52577.0,61.0,69.0,70.0,98.0,2888.0,3740.0,542.0,1,6.0,4.0,25.0,1.0,52.0,2.0,4.0,4.0,7.0,55.0,1,0,0,0,0,0,0,0,0,2
California Maritime Academy,200 Maritime Academy Dr,Vallejo,CA,94590,38.069061,-122.231551,www.csum.edu,,,,198.0,6.2255,86.0,46.0,21102.0,32262.0,43.0,57.0,59.0,68.0,1045.0,1008.0,37.0,0,8.0,2.0,16.0,1.0,58.0,9.0,6.0,1.0,9.0,14.0,1,0,0,0,0,0,0,0,0,1
California Polytechnic State University-San Luis Obispo,One Grand Ave,San Luis Obispo,CA,93407,35.302376,-120.661597,www.calpoly.edu,,,,3635.0,7.7895,88.0,62.0,24285.0,35445.0,29.0,61.0,70.0,50.0,18739.0,18775.0,928.0,0,11.0,1.0,15.0,0.0,59.0,7.0,5.0,2.0,12.0,45.0,1,0,0,0,0,0,0,0,0,3
California State Polytechnic University-Pomona,3801 West Temple Avenue,Pomona,CA,91768,34.054273,-117.819019,www.csupomona.edu,,,,3120.0,5.847,95.0,27.0,22571.0,33731.0,10.0,34.0,52.0,68.0,20952.0,18995.0,3506.0,0,25.0,3.0,37.0,0.0,22.0,4.0,5.0,4.0,25.0,43.0,1,0,0,0,0,0,0,0,0,3
California State University-Bakersfield,9001 Stockdale Hwy,Bakersfield,CA,93311,35.350251,-119.104598,www.csub.edu,,,,1328.0,6.37,90.0,24.0,21186.0,32346.0,15.0,32.0,39.0,81.0,7350.0,7190.0,1181.0,1,6.0,6.0,49.0,0.0,19.0,3.0,12.0,3.0,7.0,61.0,1,0,0,0,0,0,0,0,0,1
California State University-Channel Islands,One University Dr,Camarillo,CA,93012,34.162949,-119.04356,www.csuci.edu,,,,756.0,6.01825,90.0,24.0,25007.0,36167.0,21.0,46.0,52.0,70.0,4963.0,4401.0,739.0,0,5.0,2.0,41.0,0.0,38.0,5.0,7.0,0.0,6.0,64.0,1,0,0,0,0,0,0,0,0,1
California State University-Chico,First And Normal Sts,Chico,CA,95929,39.728003,-121.846333,www.csuchico.edu,,,,2714.0,6.593,90.0,36.0,22362.0,33522.0,17.0,47.0,56.0,63.0,15290.0,14960.0,1396.0,1,6.0,2.0,23.0,0.0,52.0,5.0,8.0,4.0,6.0,52.0,1,0,0,0,0,0,0,0,0,1
California State University-Dominguez Hills,1000 E Victoria St,Carson,CA,90747,33.865282,-118.258948,www.csudh.edu,,,,1214.0,5.78475,80.0,21.0,21286.0,32446.0,4.0,16.0,29.0,88.0,12481.0,9599.0,5071.0,0,10.0,17.0,53.0,0.0,10.0,3.0,5.0,2.0,10.0,64.0,1,0,0,0,0,0,0,0,0,1
California State University-East Bay,25800 Carlos Bee Blvd,Hayward,CA,94542,37.65707,-122.058073,www.csueastbay.edu,,,,1572.0,6.091,91.0,32.0,22312.0,33472.0,11.0,30.0,38.0,75.0,12146.0,11733.0,2793.0,0,24.0,11.0,25.0,1.0,18.0,6.0,8.0,7.0,25.0,61.0,1,0,0,0,0,0,0,0,0,1
California State University-Fresno,5241 N Maple Ave,Fresno,CA,93740,36.814477,-119.748258,www.csufresno.edu,,,,3139.0,5.91425,89.0,39.0,20682.0,31842.0,14.0,36.0,49.0,80.0,20295.0,19511.0,3549.0,0,16.0,4.0,42.0,0.0,25.0,3.0,6.0,3.0,16.0,57.0,1,0,0,0,0,0,0,0,0,3
California State University-Fullerton,800 N State College Blvd,Fullerton,CA,92831,33.883261,-117.885659,www.fullerton.edu,,,,4526.0,5.83975,95.0,34.0,23505.0,34665.0,14.0,40.0,53.0,66.0,33116.0,29023.0,9302.0,0,22.0,2.0,37.0,0.0,25.0,4.0,4.0,5.0,22.0,55.0,1,0,0,0,0,0,0,0,0,3
California State University-Long Beach,1250 Bellflower Blvd,Long Beach,CA,90840,33.782818,-118.11204,www.csulb.edu,,,,4276.0,5.8355,95.0,33.0,22106.0,33266.0,14.0,43.0,60.0,71.0,30593.0,28440.0,7146.0,1,23.0,4.0,37.0,0.0,21.0,4.0,4.0,6.0,23.0,57.0,1,0,0,0,0,0,0,0,0,3
California State University-Los Angeles,5151 State University Dr,Los Angeles,CA,90032,34.066927,-118.168965,www.calstatela.edu,,,,2908.0,5.847,95.0,32.0,21705.0,32865.0,7.0,22.0,36.0,82.0,19589.0,18104.0,5154.0,0,16.0,5.0,60.0,0.0,8.0,2.0,4.0,5.0,17.0,59.0,1,0,0,0,0,0,0,0,0,3
California State University-Monterey Bay,100 Campus Center,Seaside,CA,93955,36.654238,-121.799464,www.csumb.edu,,,,902.0,5.6525,93.0,40.0,19210.0,30370.0,12.0,32.0,38.0,78.0,5306.0,5205.0,527.0,1,5.0,6.0,40.0,1.0,33.0,6.0,7.0,2.0,5.0,62.0,1,0,0,0,0,0,0,0,0,1
California State University-Northridge,18111 Nordhoff St,Northridge,CA,91330,34.240041,-118.529286,www.csun.edu,,,,4149.0,6.09625,91.0,25.0,21669.0,32829.0,13.0,35.0,46.0,74.0,33771.0,30423.0,7887.0,0,11.0,6.0,40.0,0.0,26.0,3.0,6.0,7.0,11.0,55.0,1,0,0,0,0,0,0,0,0,3
California State University-Sacramento,6000 J St,Sacramento,CA,95819,38.559901,-121.422416,www.csus.edu,,,,3151.0,6.254,92.0,34.0,23209.0,34369.0,8.0,30.0,43.0,79.0,26094.0,22735.0,6076.0,0,21.0,6.0,26.0,1.0,32.0,6.0,6.0,2.0,22.0,57.0,1,0,0,0,0,0,0,0,0,3
California State University-San Bernardino,5500 University Pky,San Bernardino,CA,92407,34.183044,-117.322108,www.csusb.edu,,,,2448.0,6.111,95.0,37.0,20377.0,31537.0,9.0,29.0,41.0,85.0,16191.0,15213.0,3185.0,0,6.0,7.0,55.0,0.0,17.0,3.0,5.0,6.0,7.0,61.0,1,0,0,0,0,0,0,0,0,1
California State University-San Marcos,333 S Twin Oaks Valley Rd,San Marcos,CA,92096,33.128173,-117.158584,www.csusm.edu,,,,1783.0,6.18525,96.0,34.0,23162.0,34322.0,13.0,37.0,48.0,73.0,10738.0,9177.0,2123.0,0,9.0,3.0,36.0,0.0,35.0,5.0,8.0,2.0,10.0,60.0,1,0,0,0,0,0,0,0,0,1
California State University-Stanislaus,One University Circle,Turlock,CA,95382,37.52577,-120.852511,www.csustan.edu,,,,1109.0,6.23925,86.0,35.0,22433.0,33593.0,18.0,41.0,52.0,82.0,7754.0,7256.0,1661.0,0,11.0,3.0,45.0,1.0,28.0,4.0,6.0,2.0,12.0,64.0,1,0,0,0,0,0,0,0,0,1
California University Of Pennsylvania,250 University Ave,California,PA,15419,40.066473,-79.884477,www.calu.edu,,,,1154.0,8.9605,97.0,20.0,24860.0,28712.0,31.0,50.0,53.0,89.0,6450.0,6527.0,1716.0,0,1.0,9.0,3.0,0.0,78.0,3.0,6.0,1.0,1.0,52.0,0,0,1,0,0,0,0,0,0,1
Calvin College,3201 Burton Street Se,Grand Rapids,MI,49546,42.929916,-85.587548,www.calvin.edu,29,56,14.8,1006.0,26.3475,30.0,81.0,41195.0,41195.0,57.0,71.0,73.0,100.0,3959.0,3849.0,185.0,0,4.0,3.0,3.0,0.0,75.0,3.0,2.0,10.0,4.0,55.0,0,1,0,0,0,0,0,0,0,0
Campbellsville University,1 University Dr,Campbellsville,KY,42718,37.343342,-85.348943,www.campbellsville.edu,,,,525.0,21.0615,7.0,93.0,33628.0,33628.0,28.0,41.0,41.0,95.0,3048.0,2195.0,1325.0,0,0.0,10.0,1.0,0.0,79.0,1.0,2.0,6.0,0.0,58.0,0,0,0,0,0,0,1,0,0,0
Campbell University,450 Leslie Campbell Ave,Buies Creek,NC,27506,35.409333,-78.739508,www.campbell.edu,20,54,21.8,788.0,24.62,84.0,43.0,42580.0,42580.0,39.0,46.0,49.0,100.0,4465.0,4981.0,1141.0,1,2.0,17.0,6.0,0.0,55.0,2.0,16.0,2.0,2.0,50.0,0,0,0,0,0,0,1,0,0,0
Canisius College,2001 Main St,Buffalo,NY,14208,42.924919,-78.85088,www.canisius.edu,16,34,14.6,682.0,31.538,94.0,45.0,48102.0,48102.0,58.0,67.0,67.0,99.0,3084.0,3443.0,1094.0,0,2.0,7.0,3.0,0.0,73.0,2.0,8.0,4.0,2.0,50.0,0,0,1,0,0,0,0,0,0,2
Capital University,1 College And Main,Columbus,OH,43209,39.954875,-82.937867,www.capital.edu,34,66,12.1,691.0,30.7785,20.0,93.0,44350.0,44350.0,52.0,57.0,58.0,100.0,2788.0,2980.0,648.0,0,1.0,9.0,3.0,0.0,80.0,4.0,2.0,1.0,1.0,58.0,0,1,0,0,0,0,0,0,0,0
Cardinal Stritch University,6801 N Yates Rd,Milwaukee,WI,53217,43.139752,-87.909045,www.stritch.edu,,,,202.0,23.965,8.0,89.0,39369.0,39369.0,29.0,29.0,55.0,100.0,2693.0,3988.0,419.0,0,2.0,25.0,8.0,0.0,58.0,2.0,3.0,2.0,2.0,65.0,0,1,0,0,0,0,0,0,0,0
Carlow University,3333 Fifth Ave,Pittsburgh,PA,15213,40.439851,-79.963927,www.carlow.edu,,,,206.0,23.9895,93.0,33.0,38450.0,38450.0,47.0,60.0,62.0,100.0,2100.0,1732.0,1280.0,0,1.0,14.0,2.0,0.0,39.0,2.0,42.0,0.0,1.0,82.0,0,0,1,0,0,0,0,0,0,0
Carnegie Mellon University,5000 Forbes Avenue,Pittsburgh,PA,15213,40.443598,-79.943485,www.cmu.edu/,60,89,9.2,1442.0,44.887,90.0,34.0,62032.0,62032.0,74.0,85.0,88.0,70.0,5917.0,11279.0,1088.0,0,25.0,5.0,7.0,0.0,39.0,4.0,6.0,14.0,25.0,42.0,0,0,1,0,0,0,0,0,0,2
Carroll College,1601 N Benton Ave,Helena,MT,59625,46.602113,-112.04063,www.carroll.edu,19,55,17.8,315.0,25.815,64.0,71.0,40918.0,40918.0,54.0,67.0,67.0,100.0,1431.0,1349.0,82.0,1,1.0,1.0,4.0,0.0,80.0,1.0,9.0,2.0,2.0,58.0,0,0,0,0,0,1,0,0,0,0
Carroll University,100 N East Ave,Waukesha,WI,53186,43.004879,-88.228141,www.carrollu.edu,,,,700.0,25.878,1.0,97.0,40168.0,40168.0,42.0,55.0,56.0,100.0,3119.0,2901.0,633.0,0,2.0,1.0,6.0,0.0,86.0,2.0,1.0,2.0,2.0,65.0,0,1,0,0,0,0,0,0,0,0
Carson-Newman University,1646 S Russell Ave,Jefferson City,TN,37760,36.121567,-83.492811,www.cn.edu,,,,481.0,22.172,17.0,83.0,34100.0,34100.0,37.0,49.0,50.0,100.0,1713.0,1761.0,284.0,0,0.0,9.0,1.0,0.0,83.0,2.0,1.0,3.0,1.0,55.0,0,0,0,0,0,0,1,0,0,0
Carthage College,2001 Alford Park Dr,Kenosha,WI,53140,42.622474,-87.82102,www.carthage.edu,20,43,15.9,726.0,32.225,3.0,97.0,48050.0,48050.0,54.0,64.0,65.0,100.0,2902.0,2583.0,405.0,0,1.0,5.0,4.0,0.0,76.0,2.0,12.0,0.0,1.0,54.0,0,1,0,0,0,0,0,0,0,2
Case Western Reserve University,10900 Euclid Ave,Cleveland,OH,44106,41.504095,-81.604893,www.case.edu,71,93,2.9,1252.0,39.7645,65.0,60.0,57798.0,57798.0,65.0,78.0,80.0,88.0,4661.0,9270.0,1055.0,0,18.0,5.0,5.0,0.0,53.0,4.0,6.0,9.0,18.0,45.0,0,1,0,0,0,0,0,0,0,2
Castleton State College,62 Alumni Dr,Castleton,VT,5735,43.608089,-73.181557,www.castleton.edu,9,22,14.7,480.0,9.6785,88.0,20.0,21828.0,35556.0,34.0,49.0,51.0,90.0,2068.0,1877.0,298.0,1,1.0,1.0,2.0,0.0,85.0,1.0,8.0,1.0,1.0,52.0,0,0,0,1,0,0,0,0,0,1
Catholic University Of America,"620 Michigan Avenue, Ne",Washington,DC,20064,38.935796,-76.998961,www.cua.edu,24,49,9.3,837.0,36.1465,88.0,29.0,56842.0,56842.0,62.0,68.0,69.0,95.0,3713.0,4756.0,1969.0,0,3.0,6.0,10.0,0.0,62.0,3.0,11.0,5.0,3.0,54.0,0,0,1,0,0,0,0,0,0,2
Cedar Crest College,100 College Drive,Allentown,PA,18104,40.586909,-75.520004,www.cedarcrest.edu,25,58,11.7,141.0,30.91825,92.0,15.0,45021.0,45021.0,50.0,56.0,60.0,100.0,1286.0,681.0,805.0,0,3.0,9.0,12.0,0.0,69.0,1.0,4.0,1.0,3.0,93.0,0,0,1,0,0,0,0,0,0,0
Cedarville University,251 N. Main Street,Cedarville,OH,45314,39.750338,-83.812098,www.cedarville.edu,,,,781.0,24.954,51.0,76.0,35020.0,35020.0,61.0,72.0,73.0,97.0,3238.0,3163.0,299.0,0,2.0,1.0,2.0,0.0,87.0,2.0,3.0,1.0,2.0,53.0,0,1,0,0,0,0,0,0,0,0
Centenary College,400 Jefferson St,Hackettstown,NJ,7840,40.848693,-74.832775,www.centenarycollege.edu,12,46,9.5,216.0,29.2785,90.0,6.0,43435.0,43435.0,56.0,57.0,57.0,100.0,1708.0,1962.0,438.0,0,1.0,11.0,10.0,0.0,57.0,1.0,16.0,4.0,1.0,60.0,0,0,1,0,0,0,0,0,0,0
Centenary College Of Louisiana,2911 Centenary Boulevard,Shreveport,LA,71134,32.483335,-93.730834,www.centenary.edu,35,55,11.3,128.0,27.4025,26.0,91.0,44600.0,44600.0,49.0,57.0,59.0,100.0,586.0,578.0,83.0,1,3.0,15.0,6.0,0.0,70.0,3.0,0.0,3.0,3.0,56.0,0,0,0,0,0,0,1,0,0,0
Central College,812 University,Pella,IA,50219,41.400482,-92.92086,www.central.edu,31,65,13.5,309.0,28.5815,4.0,97.0,45151.0,45151.0,62.0,65.0,65.0,100.0,1386.0,1340.0,46.0,0,1.0,2.0,3.0,0.0,86.0,3.0,4.0,1.0,1.0,53.0,0,0,0,0,1,0,0,0,0,0
Central Connecticut State University,1615 Stanley St,New Britain,CT,6050,41.690258,-72.770094,www.ccsu.edu,6,24,16.7,1293.0,8.23575,97.0,3.0,23197.0,34702.0,20.0,45.0,52.0,84.0,9771.0,8208.0,3657.0,0,3.0,11.0,11.0,0.0,68.0,2.0,3.0,1.0,4.0,48.0,0,0,0,1,0,0,0,0,0,1
Central Michigan University,106 Warriner Hall,Mount Pleasant,MI,48859,43.586742,-84.774813,go.cmich.edu,,,,2963.0,10.4705,2.0,99.0,22004.0,34454.0,21.0,51.0,59.0,92.0,20534.0,19653.0,7188.0,1,1.0,7.0,3.0,0.0,79.0,2.0,5.0,3.0,1.0,56.0,0,1,0,0,0,0,0,0,0,3
Central State University,1400 Brush Row Rd,Wilberforce,OH,45384,39.716465,-83.876795,www.centralstate.edu,,,,420.0,5.77,13.0,57.0,17804.0,25256.0,10.0,20.0,25.0,91.0,2036.0,1840.0,228.0,0,0.0,95.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,53.0,0,1,0,0,0,0,0,0,0,1
Central Washington University,400 East University Way,Ellensburg,WA,98926,47.005005,-120.537769,www.cwu.edu,8,65,18.1,1502.0,8.2095,87.0,23.0,22785.0,34695.0,43.0,50.0,51.0,85.0,10423.0,9458.0,1829.0,0,5.0,3.0,12.0,0.0,64.0,5.0,9.0,0.0,5.0,50.0,1,0,0,0,0,0,0,0,0,1
Chaminade University Of Honolulu,3140 Waialae Avenue,Honolulu,HI,96816,21.28995,-157.807851,www.chaminade.edu,,,,267.0,18.9,72.0,29.0,35309.0,35309.0,27.0,36.0,38.0,100.0,2036.0,2124.0,628.0,1,30.0,6.0,6.0,14.0,18.0,13.0,11.0,1.0,44.0,66.0,1,0,0,0,0,0,0,0,0,0
Chapman University,One University Dr.,Orange,CA,92866,33.793678,-117.851481,www.chapman.edu,23,48,12.8,1289.0,41.10375,78.0,51.0,59459.0,59459.0,59.0,73.0,76.0,87.0,6005.0,7071.0,821.0,0,10.0,2.0,14.0,0.0,59.0,6.0,5.0,4.0,10.0,59.0,1,0,0,0,0,0,0,0,0,2
Charleston Southern University,9200 University Blvd,Charleston,SC,29406,32.982629,-80.07133,www.csuniv.edu,,,,656.0,21.056,78.0,59.0,35740.0,35740.0,23.0,34.0,36.0,100.0,2912.0,2661.0,608.0,1,1.0,30.0,3.0,0.0,59.0,2.0,3.0,1.0,2.0,64.0,0,0,0,0,0,0,1,0,0,0
Chestnut Hill College,9601 Germantown Ave,Philadelphia,PA,19118,40.086863,-75.22889,www.chc.edu,25,64,8.3,192.0,29.68375,93.0,15.0,44378.0,44378.0,27.0,36.0,42.0,98.0,1517.0,1442.0,747.0,0,2.0,35.0,7.0,0.0,41.0,3.0,9.0,1.0,2.0,68.0,0,0,1,0,0,0,0,0,0,0
