,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,WEBSITE
157,Finger Lakes School of Massage,272 North Bedford Rd,Mt. Kisco,NY,10549,(914) 241-7363,3,A,125,Westchester,US,41.21715,-73.718373,www.flsm.com/
158,Paul Mitchell the School-Phoenix,3423 W Bethany Home Rd,Phoenix,AZ,85017,(602) 246-1616,3,A,210,Maricopa,US,33.523667,-112.133047,school.paulmitchell.edu/phoenix-az
159,Park Avenue School of Cosmetology,306 Main Ave S,Park Rapids,MN,56470,(218) 732-2962,3,A,33,Hubbard,US,46.919636,-95.059663,www.parkavenuecosmetology.com
160,All Beauty College,1385 E Gemini St,Fort Mohave,AZ,86426,(928) 763-3900,3,A,63,Mohave,US,35.021355,-114.600955,www.allbeautycollege.com
161,Salter School of Nursing & Allied Health,670 N. Commercial Street,Manchester,NH,3101,(603) 622-8400,3,A,268,Hillsborough,US,42.979155,-71.449422,www.salternursing.com
162,Northern California Institute of Cosmetology Inc,601 East 14th Street,San Leandro,CA,94577,(510) 635-4371,3,A,41,Alameda,US,37.730551,-122.160695,www.ncinstitutecosmetology.com
163,Salter School-New Bedford,950 Kings Hwy,New Bedford,MA,2745,(774) 328-3500,3,A,305,Bristol,US,41.674904,-70.941702,salterschool.com
164,Golden State College of Court Reporting,6543 Regional St,Dublin,CA,94568,(925) 829-0115 ext 11,3,A,84,Alameda,US,37.700763,-121.931819,goldenstatecourtreporting.com/
165,Harris School of Business-Upper Darby Campus,20 South 69th St,Upper Darby,PA,19082,(484) 463-3800,3,A,584,Delaware,US,39.960921,-75.259212,www.harrisschool.edu
166,Preferred College of Nursing-Los Angeles,3424  Wilshire Blvd Ste 1100,Los Angeles,CA,90010,(323) 857-5000,3,A,180,Los Angeles,US,34.060395,-118.297845,www.pcnla.com/
167,Trinity Vocational Center,1149 W 190th St Ste 2000,Gardena,CA,90248,(310) 834-3065,3,A,148,Los Angeles,US,33.858768,-118.296535,trinityvocational.com/
168,Stratford School of Aviation Maintenance Technicians,200 Great Meadows Rd,Stratford,CT,6615,(203) 381-9250,1,A,47,Fairfield,US,41.161248,-73.130805,www.cttech.org/ssamt/index.htm
169,SICE Paul Mitchell Partner School,3100 McHenry Ave,Modesto,CA,95350,(209) 577-0644,3,A,108,Stanislaus,US,37.68301,-120.993745,safavi.paulmitchell.edu/modesto-ca/
170,Brown Mackie College-San Antonio,4715 Fredericksburg Rd Ste 520,San Antonio,TX,78229,(210) 428-2212,3,A,705,Bexar,US,29.494338,-98.555762,www.brownmackie.edu
171,Cosmo Beauty Academy,3500 Fulton Avenue,Sacremanto,CA,95821,(916) 779-0143,3,A,153,Yolo,US,38.590143,-121.524919,www.cosmobeautyacademy.edu
172,Hollywood Institute of Beauty Careers,1440 79th St Causeway Ste 100,Miami Beach,FL,33141,(305) 866-5221,3,A,165,Miami-Dade,US,25.84826,-80.154775,www.hi.edu
173,Dewey University,"Road 604, Km. 49.1, Barrio Tierras Nuevas Saliente",Manati,PR,674,(787) 854-1899,3,A,383,ManatÃÂ­,PR,18.420422,-66.4903,www.jdc.edu
174,Paul Mitchell the School-Fresno,5091 N Fresno St Ste 104,Fresno,CA,93710,(559) 224-2700,3,A,273,Fresno,US,36.809771,-119.782418,school.paulmitchell.edu/fresno-ca
175,Cortiva Institute-New Jersey,1985 Highway 34 South,Wall,NJ,7719,(732) 282-0100,3,A,46,Monmouth,US,40.150569,-74.097175,https://www.cortiva.com
176,Sanford-Brown College-Skokie,4930 Oakton Street,Skokie,IL,60077,(847) 983-1200,3,A,350,Cook,US,42.026538,-87.751128,www.sanfordbrown.edu/skokie
177,Unitek College,4670 Auto Mall Pkwy,Fremont,CA,94538,(510) 249-1060,3,A,788,Alameda,US,37.50902,-121.961762,unitekcollege.edu/
178,Cambridge Junior College-Woodland,501 Main Street,Woodland,CA,95695,(530) 662-0100,3,A,79,Yolo,US,38.677677,-121.77436,www.cambridge.edu
179,Baltimore School of Massage-York,170 Red Rock Road,York,PA,17402,(717) 268-1881,3,A,73,York,US,40.085337,-76.768426,www.steinered.com/
180,Anthem College-Atlanta,2450 Piedmont Rd NE,Atlanta,GA,30324,(954) 535-8678,3,A,276,Fulton,US,33.823089,-84.368233,www.anthem.edu
181,Allen School-Phoenix,"15650 North Black Canyon Highway, B210",Phoenix,AZ,85053,(623) 385-8150,3,A,725,Maricopa,US,33.629635,-112.11743,online.allenschool.edu/online/
182,Gurnick Academy of Medical Arts,2121 S El Camino Real Bldg C 200,San Mateo,CA,94403,(650) 685-6616,3,A,718,San Mateo,US,37.547364,-122.307981,www.gurnick.edu
183,Oklahoma Technical College,4444 South Sheridan,Tulsa,OK,74145,(918) 895-7500,3,A,164,Tulsa,US,36.098685,-95.905898,www.oklahomatechnicalcollege.com/
184,ICPR Junior CollegeâManat?,Carretera #2 K.M. 4.9 Puerta del Norte Mall,Arecibo,PR,674,(787) 884-6000,3,A,488,ManatÃÂ­,PR,18.426701,-66.465255,www.icprjc.edu
185,Southern California University SOMA,1541 Wilshire Blvd 3rd Fl,Los Angeles,CA,90017,(213) 413-9500,3,A,121,Los Angeles,US,34.055449,-118.269709,NOT AVAILABLE
186,Midwest Technical Institute,3620 Avenue of the Cities,Moline,IL,61265,(309) 277-7900 ext 1416,3,A,297,Rock Island,US,41.489394,-90.483614,www.midwesttech.edu
187,Western Beauty Institute,2733 W Avenue L,Lancaster,CA,93536,(661) 718-8410,3,A,282,Los Angeles,US,34.661975,-118.180346,www.wbi.edu
188,Paul Mitchell the School-East Bay,"100 Crescent Dr., Suite A",Pleasant Hill,CA,94523,(925) 691-7687,3,A,320,Contra Costa,US,37.944916,-122.061225,school.paulmitchell.edu/east-bay-ca
189,Star Career Academy-Clifton,1230 Main Street,Clifton,NJ,7011,(973) 928-1700 ext 3101,3,A,360,Passaic,US,40.877546,-74.142129,www.starcareeracademy.com
190,Ridley-Lowell Business and Technical Institute,44 Shelter Rock Rd,Danbury,CT,6810,(203) 797-0551,3,A,278,Fairfield,US,41.388925,-73.429486,www.ridley.edu
191,South UniversityâRichmond,2151 Old Brick Rd,Glen Allen,VA,23060,(804) 727-6800,3,A,748,Henrico,US,37.647061,-77.599966,www.southuniversity.edu
192,Unitech Training Academy-Alexandria,7228 England Drive,Alexandria,LA,71301,(337) 988-4042,3,A,77,Rapides,US,31.322494,-92.534685,www.unitechtrainingacademy.com
193,Artistic Nails and Beauty Academy,985 E Memorial Blvd,Lakeland,FL,33801,(863) 682-4247,3,A,271,Polk,US,28.053634,-81.94718,www.artisticbeautyschool.com/
194,South UniversityâVirginia Beach,"301 Bendix Rd, Ste 100",Virginia Beach,VA,23452,(757) 493-6900,3,A,646,Virginia Beach,US,36.834256,-76.124681,www.southuniversity.edu
195,Aveda Institute Denver,700 16th Street,Denver,CO,80202,(303) 567-7500 ext 21,3,A,517,Denver,US,39.744869,-104.99319,avedaschooldenver.com/
196,Unitech Training Academy-Lake Charles,2827 4th Avenue,Lake Charles,LA,70601,(337) 988-4042,3,A,82,Calcasieu,US,30.204239,-93.192846,www.unitechtrainingacademy.com
197,Paul Mitchell the School-Murfreesboro,"1720 Old Fort Pkwy, Suite L200",Murfreesboro,TN,37129,(615) 225-5130,3,A,183,Rutherford,US,35.848044,-86.417934,www.paulmitchelltheschool.com
198,Paul Mitchell the School-Colorado Springs,118 West Colorado Avenue,Colorado Springs,CO,80903,(719) 636-1426,3,A,296,El Paso,US,38.832889,-104.828339,school.paulmitchell.edu/colorado-springs-co
199,Aveda Institute Los Angeles,10935 Weyburn Avenue,Los Angeles,CA,90024,(513) 576-9333,3,A,211,Los Angeles,US,34.062795,-118.446567,www.avedainstitutelosangeles.com
200,Allied American University,22952 Alcalde Drive,Laguna Hills,CA,92653,(888) 384-0849,3,A,765,Orange,US,33.623073,-117.72957,NOT AVAILABLE
201,The Salon Professional Academy-Colorado Springs,4388 Austin Bluffs Pkwy,Colorado Springs,CO,80918,(719) 266-9400,3,A,99,El Paso,US,38.896141,-104.751295,www.tspacoloradosprings.com
202,Career Quest Learning Center-Kalamazoo,5115 Portage Road,Kalamazoo,MI,49002,(269) 364-2300,3,A,154,Kalamazoo,US,42.24322,-85.558136,www.cqlc.edu
203,American Sentinel University,2260 South Xanadu Way,Aurora,CO,80014,(303) 991-1575,3,A,3498,Arapahoe,US,39.67603,-104.83195,www.americansentinel.edu
204,Paul Mitchell The School-Delaware,1420 Pulaski Hwy,Newark,DE,19702,(302) 832-8418 ext 102,3,A,166,New Castle,US,39.622736,-75.680351,delaware.paulmitchell.edu/newark-de
205,Buchanan Beauty College,211 West Coffee Street,Tullahoma,TN,37388,(931) 455-9060,3,A,38,Coffee,US,35.354212,-86.206049,coffeecountybeauty.shutterfly.com
206,Tribeca Flashpoint Media Arts Academy,28 North Clark Street,Chicago,IL,60602,(312) 506-0725,3,A,493,Cook,US,41.88286,-87.631319,www.tfa.edu
207,Future-Tech Institute,3446 SW 8th St Ste 218,Miami,FL,33135,(305) 774-0227,3,A,49,Miami-Dade,US,25.764555,-80.251528,www.futuretechinstitute.com/
208,WellSpring School of Allied Health,947 New Hampshire,Lawrence,KS,66045,(785) 856-3903,3,A,59,Douglas,US,38.965848,-95.235123,www.wellspring.edu/mtti-wellspring-kansas-city-campus
209,Hawaii Medical College,1221 Kapiolani Boulevard,Honolulu,HI,96814,(808) 237-5140,3,A,369,Honolulu,US,21.295112,-157.847678,www.hmi.edu
210,Marchman Technical Education Center,7825 Campus Dr.,New Port Richey,FL,34653,(727) 774-1700,1,A,227,Pasco,US,28.271196,-82.691779,mtec.pasco.k12.fl.us/
211,Art Institute of Wisconsin (The),"320 East Buffalo Street, Suite 100",Milwaukee,WI,53202,(414) 978-5000,3,A,509,Milwaukee,US,43.033318,-87.906279,www.artinstitutes.edu/milwaukee/
212,Carolina College of Hair Design,85 Tunnel Road,Asheville,NC,28805,(828) 253-2875,3,A,30,Buncombe,US,35.592354,-82.534832,carolinacollege.com/
213,Eureka Institute of Health and Beauty,11373 West Flagler St suite #209,Miami,FL,33174,(305) 480-1005,3,A,59,Miami-Dade,US,25.769799,-80.380766,www.eurekahealthandbeauty.com/
214,Virginia College-Baton Rouge,9501 Cortana Place,Baton Rouge,LA,70815,(225) 236-3900,3,A,753,East Baton Rouge,US,30.459888,-91.097968,www.vc.edu/campus/baton-rouge-louisiana-college.cfm
215,The Salon Professional Academy-Ft Myers,13422 N Cleveland Ave,North Fort Myers,FL,33903,(239) 656-4366,3,A,65,Lee,US,26.664097,-81.884372,www.thesalonprofessionalacademyftmyers.com
216,Brown Mackie College-Birmingham,"105 Vulcan Road, Suite 100",Birmingham,AL,35209,(205) 909-1500,3,A,796,Jefferson,US,33.467909,-86.828581,www.brownmackie.edu
217,Remington College,500 International Parkway,Heathrow,FL,33612,(877) 253-7152,2,A,290,Seminole,US,28.766389,-81.362156,www.remingtoncollege.edu/
218,SOLEX College,"350 E Dundee Rd., Ste. 200",Wheeling,IL,60090,(847) 229-9595,3,A,214,Cook,US,42.14041,-87.906669,www.solex.edu/
219,Regina's College of Beauty,1631 Gordon Highway,Augusta,GA,30906,(704) 226-8830,3,A,23,Richmond,US,33.440646,-82.013127,www.reginascollegeofbeauty.com
220,College of Massage Therapy,98 Poplar Street,Blackfoot,ID,83221,(208) 785-3823,1,A,55,Bingham,US,43.193015,-112.347003,www.collegemassagetherapy.com
221,Unity Cosmetology College,24 Vermillion Plaza,Pontiac,IL,61764,(815) 844-3100,3,A,57,Livingston,US,40.878735,-88.636004,www.beautyschoolsdirectory.com/schools/unity-pontiac/
222,New York Film Academy,"100 Universal City Plaza, Building 9128 / Suite 179",Universal City,CA,91608,(212) 674-4300,3,A,695,New York,US,34.152072,-118.335566,www.nyfa.edu
223,Universal Spa Training Academy,340 Burlington Ave,Downers Grove,IL,60515,(630) 968-6800,3,A,61,DuPage,US,41.796008,-87.99384,www.spatrainingacademy.com
224,Manuel and Theresa's School of Hair Design,1405 East North,Victoria,TX,77902,(979) 821-2050,3,A,24,Victoria,US,28.799939,-96.991642,Manuelandtheresasschoolofhair.com
225,Miller-Motte College,1291 Hargett Street,Jacksonville,NC,28540,(910) 478-4300,3,A,510,Onslow,US,34.751443,-77.414322,www.miller-motte.edu
226,The Salon Professional Academy-Evansville,5545 Vogel Rd,Evansville,IN,47715,(812) 437-8772,3,A,143,Vanderburgh,US,37.987268,-87.483671,www.tspaevansville.com
227,Coast Career Institute,1250 E. Cooley Drive,Colton,CA,92324,(213) 747-6289,3,A,220,San Bernardino,US,34.054025,-117.307612,www.coastcareer.com/
228,Miller-Motte Technical College,621 NW Frontage Road,Augusta,GA,30907,(706) 396-8000,3,A,479,Richmond,US,33.494994,-82.086986,www.miller-motte.edu/campuses/georgia-campuses/augusta-ga
229,Tri County Regional Vocational Technical High School,147 Pond St,Franklin,MA,2038,(508) 528-5400,1,A,85,Norfolk,US,42.094957,-71.421577,www.tri-county.tc
230,Tricoci University of Beauty Culture,6458 North Sheridan Road,Chicago,IL,60626,(630) 528-3336,3,A,97,Cook,US,41.99994,-87.661037,www.tricociuniversity.com
231,Miller-Motte Technical College,2541 Highway 501 East,Conway,SC,29526,(843) 591-1100,3,A,829,Horry,US,33.784697,-78.990013,www.miller-motte.edu
232,Compass College of Cinematic Arts,41 Sheldon Blvd SE,Grand Rapids,MI,49503,(616) 988-1000,2,A,90,Kent,US,42.975591,-85.682041,compass.edu
233,ITT Technical Institute-Bradenton,8039 Cooper Creek Boulevard,Bradenton,FL,34201,(941) 309-9200,3,A,148,Manatee,US,27.39752,-82.452229,www.itt-tech.edu
234,Virginia College-Macon,1901 Paul Walsh Drive,Macon,GA,31206,(478) 803-4600 ext 4831,3,A,576,Bibb,US,32.812683,-83.679622,www.vc.edu/campus/macon-georgia-college.cfm
235,Nova Academy of Cosmetology,1629 N Broadway Ste 7,Rochester,MN,55906,(507) 280-6910,3,A,102,Olmsted,US,44.040162,-92.463848,www.nova-academy.com
236,ITT Technical Institute-Phoenix West,"1840 North 95th Avenue, Suite 132",Phoenix,AZ,85037,(623) 474-7900,3,A,264,Maricopa,US,33.46768,-112.264919,www.itt-tech.edu
237,ITT Technical Institute-Brooklyn Center,"6120 Earle Brown Drive, Suite 100",Brooklyn Center,MN,55430,(763) 549-5900,3,A,177,Hennepin,US,45.066994,-93.301809,www.itt-tech.edu
238,Victory Trade School,1715 N Boonville Ave,Springfield,MO,65803,(417) 864-2222,2,A,66,Greene,US,37.22932,-93.292274,www.victorytradeschool.edu
239,ITT Technical Institute-Orlando,"8301 South Park Circle, Suite 100",Orlando,FL,32819,(407) 371-6000,3,A,434,Orange,US,28.447175,-81.420453,www.itt-tech.edu
240,Starting Points Inc,2737 Kennedy Blvd,Jersey City,NJ,7306,(201) 216-1870,2,A,82,Hudson,US,40.729718,-74.069555,www.startingpoints.edu
241,ITT Technical Institute-Waco,"3700 S. Jack Kultgen Expressway, Suite 100",Waco,TX,76706,(254) 881-2200,3,A,308,McLennan,US,31.512359,-97.13923,www.itt-tech.edu
242,The Lab-Paul Mitchell Partner School,25 Scotch Rd,Ewing,NJ,8628,(609) 406-0444 ext 606,3,A,117,Mercer,US,40.265713,-74.802664,NOT AVAILABLE
243,ITT Technical Institute-Myrtle Beach,"9654 North King's Highway, Suite 101",Myrtle Beach,SC,29572,(843) 497-7820,3,A,185,Horry,US,33.77509,-78.792601,www.itt-tech.edu
244,SAE Institute of Technology-New York,1293 Broadway 9th Floor,New York,NY,10001,(212) 944-9121,3,A,253,New York,US,40.749635,-73.988504,newyork.sae.edu/en-us/home/
245,University of Phoenix-Knoxville Campus,10133 Sherrill Boulevard,Knoxville,TN,37932,(865) 288-6800,3,A,168,Knox,US,35.921665,-84.127738,www.phoenix.edu
246,Azusa Pacific Online University,511 W Citrus Edge St,Glendora,CA,91740,(877) 816-6546,2,A,547,Los Angeles,US,34.119415,-117.871181,www.apu.edu/apou/
247,John Paolo's Xtreme Beauty Institute-Goldwell Pro,638 Columbia St Extension,Latham,NY,12110,(518) 783-0808,3,A,13,Albany,US,42.761774,-73.754603,www.xtremebeautyinstitute.com
248,Minneapolis Media Institute,4100 W 76th Street,Edina,MN,55435,(866) 701-1310,3,A,195,Hennepin,US,44.866037,-93.33144,www.mediainstitute.edu/minneapolis
249,CollegeAmerica-Phoenix,9801 N. Metro Parkway East,Phoenix,AZ,85051,(602) 589-9860 ext 1901,3,A,383,Maricopa,US,33.574471,-112.121033,www.collegeamerica.edu
250,CollegeAmerica-Stevens Henager College,901 Pier View Drive,Idaho Falls,ID,83402,(208) 528-7696,3,A,128,Bonneville,US,43.468945,-111.991016,www.stevenshenager.edu/
251,Avalon School of Cosmetology-Phoenix,1107 E Bell Rd Ste 104,Phoenix,AZ,85022,(602) 443-0076,3,A,256,Maricopa,US,33.639419,-112.058088,www.avalon.edu
252,Avalon School of Cosmetology-Layton,1992 W Antelope Dr,Layton,UT,84041,(801) 614-5040,3,A,169,Davis,US,41.089916,-112.00364,www.avalon.edu/
253,Hair Design Institute,552 E Woolbright Rd,Boynton Beach,FL,33435,(516) 483-2025,3,A,185,Palm Beach,US,26.513536,-80.059887,www.hairdesigninstitute.com
254,Hair Design Institute,2289 E Semoran Blvd,Apopka,FL,32703,(516) 483-2025 ext 305,3,A,162,Orange,US,28.673577,-81.469118,hairdesigninstitute.com
255,University of Phoenix-Baton Rouge,2431 S Acadian Thruway,Baton Rouge,LA,70808,(225) 927-4443,3,A,709,East Baton Rouge,US,30.422403,-91.150412,www.phoenix.edu
256,University of Phoenix-Lafayette Campus,425 Settlers Trace Blvd,Lafayette,LA,70508,(337) 354-4700,3,A,339,Lafayette,US,30.190233,-92.008094,www.phoenix.edu
257,University of Phoenix-Shreveport-Bossier Campus,350 Plaza Loop Dr,Bossier City,LA,71111,(318) 549-8920,3,A,365,Bossier,US,32.517674,-93.738214,www.phoenix.edu
258,Eternity Cosmetology School,"4698 Forest Hill Boulevard, Suite C",West Palm Beach,FL,33415,(561) 963-5551 ext 102,3,N,198,Palm Beach,US,26.650256,-80.114065,www.eternitycschool.com
259,All-State Career School-Allied Health Campus,50 W Powhattan Ave,Essington,PA,19029,(610) 362-1124 ext 1110,3,A,395,Delaware,US,39.866161,-75.302146,www.allstatecareer.edu
260,Tri-State Institute of Hair Design,"195 Commercial Drive, Suite 100",London,KY,40744,(606) 864-4247,3,N,32,Laurel,US,37.102754,-84.065871,tristatehairschool.com
261,Aveda Institute Des Moines,6905 Mills Civic Pkwy Suite 120,West Des Moines,IA,50266,(515) 224-5244,3,A,248,Dallas,US,41.562675,-93.802586,avedainstitutedesmoines.com/
262,Vogue College-San Antonio,1836 Fredericksburg Road,San Antonio,TX,78201,(512) 916-0077,3,N,97,Bexar,US,29.462369,-98.523501,voguebeautycollege.com
263,Fortis Institute-Lawrenceville,"2572 Brunswick Pike, Suite 100",Lawrenceville,NJ,8648,(609) 512-2560,3,A,197,Mercer,US,40.260809,-74.719094,fortis.edu
264,Vogue Beauty Academy,6012 Ingram Road,San Antonio,TX,78238,(512) 916-0077 ext 101,3,N,99,Bexar,US,29.465459,-98.603849,voguebeautycollege.com
265,Relay Graduate School of Education,"40 W 20th St, 6th Fl",New York,NY,10011,(212) 228-1888,2,A,102,New York,US,40.740509,-73.993411,www.relayschool.org/
266,Brown Mackie College-Oklahoma City,"7101 NW Expressway, Suite 800",Oklahoma City,OK,73132,(405) 621-8000,3,A,248,Oklahoma,US,35.559963,-97.639728,www.brownmackie.edu
267,Tomorrow's Image Barber Academy of Virginia,"13641 Warwick Boulevard, Suite C",Newport News,VA,23602,(757) 874-1300,3,N,25,Newport News,US,37.118671,-76.525193,www.tomorrowsimage.com
268,Sanford-Brown College-Austin,9001 N IH-35 #105,Austin,TX,78753,(512) 582-6800 ext 6802,3,A,127,Travis,US,30.353011,-97.688721,www.sanfordbrown.edu/Austin
269,Excel Learning Center,1220 Lomaland Drive,El Paso,TX,79907,(915) 593-1515,3,N,99,El Paso,US,31.741845,-106.332267,www.excel.edu
270,College of International Esthetics Inc,"7330 West 52nd Avenue, Suite T",Arvada,CO,80002,(720) 540-0333,3,N,90,Jefferson,US,39.790584,-105.075943,www.internationalesthetics.com
271,Medical Allied Career Center,12631 East Imperial Highway,Santa Fe Springs,CA,90670,(562) 807-2420,3,N,41,Los Angeles,US,33.917711,-118.062951,medicalalliedcareercenter.powersites.net
272,Bais HaMedrash and Mesivta of Baltimore,6823 Old Pimlico Road,Baltimore,MD,21209,(410) 486-0006,2,N,52,Baltimore,US,39.379211,-76.674851,NOT AVAILABLE
273,Long Island Barber Institute (The),266 Greenwich Street,Hempstead,NY,11550,(516) 486-5424,3,N,58,Nassau,US,40.699735,-73.615268,www.LIBARBERINSTITUTE.EDU
274,Toni & Guy Hairdressing Academy,3034 Wilford Drive,Toledo,OH,43615,(419) 866-4489,3,N,86,Lucas,US,41.674844,-83.696992,www.toniguyacademy.com
275,American Institute of Medical Sonography,"5450 W Sahara Ave, #320",Las Vegas,NV,89146,(702) 369-4216,3,N,32,Clark,US,36.145458,-115.216073,aimseducationmanagement.com
276,Destination Academy for Spa and Salon Professionals,4280 South Hualapai Way,Las Vegas,NV,89147,(702) 360-3606,3,N,63,Clark,US,36.1121,-115.314243,www.destinationacademy.com
277,Classic Cooking Academy,10411 East McDowell Mtn Ranch Road,Scottsdale,AZ,85255,(480) 502-0177,2,N,14,Maricopa,US,33.627047,-111.855485,www.ccacademy.edu
278,School of Court Reporting (The),5000 Atrium Way - Suite 3,Mount Laurel,NJ,8054,(856) 638-5526,3,N,71,Burlington,US,39.915977,-74.955074,theschoolofcourtreporting.com/
279,Curve Metric School of Hair Design,7645 West Belmont Avenue,Elmwood Park,IL,60707,(708) 453-2020,3,N,61,Cook,US,41.937678,-87.818728,cannellabeautyschools.com
280,Athena Career Academy,5700 Monroe Street,Sylvania,OH,43560,(419) 472-1150,3,N,186,Lucas,US,41.71146,-83.676315,www.athenacareers.com
281,Miller-Motte Technical College-Macon,175 Tom Hill Sr Blvd,Macon,GA,31210,(478) 803-4800,3,A,268,Bibb,US,32.897821,-83.687065,www.miller-motte.edu/campuses/georgia-campuses/macon-ga
